Document Number,Document Title,Document Date,Cancelled/Superceding Document,Cancelled/Superceding Date
A-A-2877,"Drums, Shipping, Steel DOT-6A, DOT-6B, DOT 17C and POP",29-Sep-1994,,Cancelled Date: 19-Nov-1999
A-A-2876,"Boxes, Shipping, Corrugated Fiberboard, High Strength Weathe",27-Sep-1994,,Cancelled Date: 30-Jul-1999
A-A-2875,"Box, Cash, Steel",3-Oct-1994,,Cancelled Date: 30-Jul-1999
A-A-2874,"Box, Filing, Wood",7-Oct-1994,,Cancelled Date: 5-Aug-1999
A-A-2871,"Hose, Garden",6-Jul-1994,,Cancelled Date: 5-Aug-1999
A-A-2870,"Tableware, Plastic",20-Apr-1995,,Cancelled Date: 15-Dec-2000
A-A-2868A,"Pad, Columnar",24-Mar-1994,,Cancelled Date: 22-Dec-1999
A-A-2866A,"Easel, Display and Training",24-May-1996,,Cancelled Date: 31-Aug-1999
A-A-2864,"Flag, National, United States Of America, Indoor Set",18-May-1994,,Cancelled Date: 8-Nov-1999
A-A-2862,"Head, Sprinkler (Underground Connected)",31-Mar-1994,,Cancelled Date: 2-Sep-1999
A-A-2861,"Cabinet, Tool, Mobile",21-Jan-1994,,Cancelled Date: 15-Jul-1999
A-A-2860,"Cabinet, Tool, Mobile",21-Dec-1993,,Cancelled Date: 14-Jul-1999
A-A-2859A,"Tape, Postage Meter",22-Mar-1994,,Cancelled Date: 14-Jul-1999
A-A-2857,"Napkins, Paper, Unbleached",20-Dec-1993,,Cancelled Date: 2-Nov-1999
A-A-2855,"Blade, Razor",19-Oct-1995,,Cancelled Date: 22-Oct-1999
A-A-2854,"Mat, Floor (Link-Type)",12-Jan-1998,,Cancelled Date: 22-Dec-1999
A-A-2853,"Paper, Facsimile",27-Oct-1993,,Cancelled Date: 8-Nov-1999
A-A-2852,"Traps, Drain, Plumbing Fixture (P-Trap) (Land Use)",24-May-1994,,Cancelled Date: 22-Oct-1999
A-A-2850,"Coating Compound, Waterborne Polymeric (Interior, Wood)",3-Feb-1994,,
A-A-2849,"Case, Filing, Transfer, Fiberboard",12-Jan-1994,,Cancelled Date: 13-Jul-1999
A-A-2848,"Plastic Sheet, Polyethylene Terephthalate (PET) And Glycol-M",5-Apr-1994,,Cancelled Date: 30-Jul-1999
A-A-2845,Shears; Grass Cutting and Hedge Trimming,4-Oct-1994,,
A-A-2840,"Napkins, Paper, Dinner, Two-Ply",20-Aug-1993,,Cancelled Date: 15-Nov-2000
A-A-2839,"Napkin, Paper, Cocktail",12-Aug-1993,,Cancelled Date: 22-Oct-1999
A-A-2549C,"Binder, Loose-Leaf (Ring)",11-Jul-1996,,Cancelled Date: 13-Jul-1999
A-A-2742,"Recorder-Reproducer, Sound (Dictating Machine, Desk Top)",24-Jun-1991,,Cancelled Date: 22-Dec-1999
A-A-2741,"Recorder-Reproducer, Sound (Dictating Machine, Portable)",24-Jun-1991,,Cancelled Date: 10-Feb-2000
A-A-2740,"Recorder-Reproducer, Sound (Dictating And Transcribing Machi",24-Jun-1991,,Cancelled Date: 10-Feb-2000
A-A-2630,"Duplicating Machine, Spirit, Table Mounted",9-Nov-1990,,Cancelled Date: 26-Jul-2000
A-A-2628,"Scanner, Stencil Maker, Electronic/Digital, Desk-Top",9-Nov-1990,,Cancelled Date: 30-Sep-1999
A-A-2627A,"Plate, Lithographic, Presensitized",28-Dec-1990,,Cancelled Date: 30-Sep-1999
A-A-2625A,"Plate, Electrostatic",14-Dec-1990,,Cancelled Date: 30-Sep-1999
A-A-2623A,"Plate, Electrostatic",14-Dec-1990,,Cancelled Date: 30-Sep-1999
A-A-2618,"Ribbon, Inking Tape, Lift-Off",28-Mar-1991,,
A-A-2615A,"Plate, Electrostatic",7-Dec-1990,,Cancelled Date: 23-Jul-1999
A-A-2611,Punch; Binder and Punch/Binder Machines (for Spiral-Bound Bi,1-Dec-1989,,Cancelled Date: 10-Feb-2000
A-A-2609A,"Shredding Machine, Paper, Office (Straight Cut, High Volume)",19-Nov-1990,,Cancelled Date: 30-Sep-1999
A-A-2608A,"Shredding Machine, Paper, Office (Straight and Cross Cut, Pe",19-Nov-1990,,Cancelled Date: 30-Sep-1999
A-A-2607A,"Shredding Machine, Paper, Office (Straight Cut)",19-Nov-1990,,Cancelled Date: 10-Feb-2000
A-A-2606A,"Pan, Frying (Aluminum)",25-Jul-1996,,Cancelled Date: 10-Feb-2000
A-A-2603A,"Shredding Machine, Paper, Office (Straight Cut, High Speed)",19-Nov-1990,,Cancelled Date: 22-Dec-1999
A-A-2602A,"Shredding Machine, Paper, Office (Cross-Cut)",19-Nov-1990,,Cancelled Date: 30-Sep-1999
A-A-2599A,"Shredding Machine, Paper, Office (High Security, Cross-Cut)",19-Nov-1990,,
A-A-2598C,"Clock, Alarm (General Purpose)",20-Jul-1998,,Cancelled Date: 10-Feb-2000
A-A-2597A,Dishpan (Food Container Pan),25-Jul-1996,,Cancelled Date: 21-Jul-1999
A-A-2596,"Pitcher, Insulated",20-Dec-1988,,Cancelled Date: 22-Dec-1999
A-A-2594,"Tray, Service",16-Mar-1989,,
A-A-2591,"Clamping Tool, Strap Band, Hose",22-Dec-1995,,Cancelled Date: 21-Apr-1999
A-A-2590,"Dispenser, Drinking Water, Mechanically Cooled (Barrier Free",20-Dec-1988,,Cancelled Date: 12-Jul-2000
A-A-2589,"Herbicide, Hexazinon",15-Sep-1988,,Cancelled Date: 13-Jul-1999
A-A-2588,"Herbicide, Bromacil",15-Sep-1988,,Cancelled Date: 12-Dec-1997
A-A-2586,"Holder and Guide, Drive Pin",18-Nov-1992,,Cancelled Date: 12-Dec-1997
A-A-2585A,"Dinnerware, China (White)",1-Jun-1993,,Cancelled Date: 20-Apr-2000
A-A-2582,"Tester, Battery Electrolyte Solution",2-Aug-1988,,Cancelled Date: 22-Dec-1999
A-A-2581,"Plate, Eating (Polystyrene, Disposable)",4-May-1988,,Cancelled Date: 30-Sep-1999
A-A-2580B,"Stop Watch, Laboratory",20-Jul-1998,,Cancelled Date: 23-Apr-1999
A-A-2576A,"Scale, Area (Transparent Plastic)",30-Apr-1992,,
A-A-2574,"Saw, Butcher's; and Blade, Butcher's Handsaw",15-Dec-1988,,Cancelled Date: 30-Sep-1999
A-A-2573,"Bottles, Vacuum",31-May-1988,,Cancelled Date: 22-Apr-1999
A-A-2568,"Bar, Digging",25-Mar-1988,,Cancelled Date: 22-Dec-1999
A-A-2565,"Bar, Pry (Rolling - Head)",25-Mar-1988,,
A-A-2564,"Bar, Pinch (Offset)",25-Mar-1988,,Cancelled Date: 11-Jul-2000
A-A-2563,Crowbar,25-Mar-1988,,Cancelled Date: 12-Jul-2000
A-A-2562,"Bar, Chisel",25-Mar-1988,,Cancelled Date: 12-Jul-2000
A-A-2561,"Key, Cowl Fastener",6-Apr-1988,,Cancelled Date: 19-Jul-1999
A-A-2560,"Copying Machine, Indirect Electrostatic Process (Portable; P",1-Mar-1988,,Cancelled Date: 15-Aug-2000
A-A-2559,"Dishwashing Machine, Household (Electric)",7-Apr-1988,,Cancelled Date: 10-Feb-2000
A-A-2555,"Drill, Masonry, Hand (Star) (Four Flute) Drill",12-Mar-1988,,
A-A-2554,"Opener, Crate",14-Mar-1988,,Cancelled Date: 19-Jul-1999
A-A-2553,"Drill, Breast",6-Feb-1988,,Cancelled Date: 13-Jul-1999
A-A-2552,"Drill, Push",6-Feb-1988,,Cancelled Date: 19-Jul-1999
A-A-2808A,"Bottle, Applicator, 236.56cc (8 ounce) Capacity",12-Dec-1997,,Cancelled Date: 9-Aug-1999
A-A-2807A,"Box, File",15-Dec-1997,,Cancelled Date: 30-Aug-1999
A-A-2806A,"Bottle, Applicator, 473.12cc (16oz) Capacity",12-Dec-1997,,Cancelled Date: 5-Aug-1999
A-A-2803A,"Notebook, Stenographer's",29-Mar-1994,,
A-A-2802,"Dog Food, High Performance, Dry",22-Jul-1992,,Cancelled Date: 22-Oct-1999
A-A-2801,"Pencil, Mechanical for 0.9 mm and 1.1 mm Size, Colored or Bl",3-May-1992,,Cancelled Date: 4-Oct-1999
A-A-2798,"Lead, Synthetic",15-Sep-1992,,Cancelled Date: 22-Oct-1999
A-A-2794A,"Case, Filing, Transfer",18-Jan-1996,,Cancelled Date: 12-Aug-1999
A-A-2792A,"Clip, Paper",11-May-1994,,
A-A-2791A,"Clip System, Paper",11-May-1994,,Cancelled Date: 23-Nov-1999
A-A-2790,"Envelope, Transparent",25-Jun-1992,,Cancelled Date: 23-Nov-1999
A-A-2788A,"Binder, Loose-Leaf, Post, Solid and Telescopic",15-Oct-1996,,Cancelled Date: 19-Nov-1999
A-A-2786,"Primer Coating (Aerosol, Lead and Chromate Free)",31-Mar-1992,,
A-A-2785,"Pencil, Drafting",21-Jul-1992,,Cancelled Date: 30-Nov-2000
A-A-2784,"Ink, Roll",15-Jan-1992,,Cancelled Date: 12-Aug-1999
A-A-2782,"Ink, Marker, Felt or Fiber Tip",2-Dec-1991,,Cancelled Date: 20-Jul-1999
A-A-2780,Type Cleaner,1-Apr-1992,,Cancelled Date: 8-Nov-1995
A-A-2779A,"Marker, Tube & Flat Type Fluorescent/Non-Fluorescent Highlig",2-Oct-1995,,Cancelled Date: 10-Sep-1999
A-A-2778,"Marker, Tube Type, Fine, Felt Tip",6-Sep-1995,,Cancelled Date: 22-Oct-1999
A-A-2776,"Pencil, White Correction Lead",2-Jan-1992,,Cancelled Date: 22-Oct-1999
A-A-2774,"Pencil, Transparent Colored Lead",16-Jan-1992,,Cancelled Date: 13-Dec-1999
A-A-2773,"Pencil, Stenographer",27-Jan-1992,,Cancelled Date: 20-Jul-1999
A-A-2772A,"Pencil, Extra Fine Lead",29-Oct-1996,,Cancelled Date: 20-Jul-1999
A-A-2771A,"Pencil, General Writing",20-May-1996,,Cancelled Date: 23-Sep-1999
A-A-2770,"Pencil, Copying",13-Jan-1992,,Cancelled Date: 23-Sep-1999
A-A-2769,"Pencil, Checking",3-Feb-1992,,Cancelled Date: 20-Jul-1999
A-A-2768A,"Pencil, Mechanical, Dual Point & Push Button Colored or Grap",5-Aug-1997,,Cancelled Date: 20-Jul-1999
A-A-2767,"Ink, Drawing, Waterproof, Black",2-Oct-1992,,Cancelled Date: 25-Jun-1995
A-A-2764A,"Pencil, Mechanical For .5 and .7mm Leads (Dual Action)",11-Mar-1996,,
A-A-2763,Typing Element (Disk Type),7-Jan-1992,,Cancelled Date: 22-Oct-1999
A-A-2762,Typing Element (Daisy Wheel-Disk Type),7-Jan-1992,,Cancelled Date: 12-Oct-1999
A-A-2761,"Ink, Cartridge (Pen Type)",9-Jan-1992,,Cancelled Date: 10-Sep-1999
A-A-2757,"Pencil, Carpenter",15-Dec-1991,,Cancelled Date: 11-Sep-1995
A-A-2756A,"Marker, Tube Type, Fine Tip (For Overhead Projection Transpa",1-Nov-1995,,Cancelled Date: 12-Aug-1999
A-A-2755A,"Pencil, Colored Lead",13-May-1996,,Cancelled Date: 22-Oct-1999
A-A-2754,"Ink, Stencil, Duplicating Process, Black",11-May-1992,,Cancelled Date: 4-Aug-1999
A-A-2753,"Ink, Black, For Duplicating Process",15-Nov-1991,,Cancelled Date: 23-Jul-1999
A-A-2751,"Ink, Numbering and Dating Machine",15-Nov-1991,,Cancelled Date: 20-Jul-1999
A-A-2749,"Ink, Writing Red",2-Mar-1992,,Cancelled Date: 23-Jul-1999
A-A-2747A,"Basket, Wastepaper, Plastic",13-May-1996,,
A-A-2745A,"Sprinkler, Lawn",1-Apr-1994,,Cancelled Date: 31-Aug-1999
A-A-2744A,"Razor, Safety, Disposable",18-Aug-1993,,Cancelled Date: 15-Nov-2000
A-A-2546C,"Pad, Writing Paper (Repositionable)",6-May-1999,,
A-A-002544,"Coating, Rust Preventive for Inactive Fleet Ships",23-Apr-1987,,Cancelled Date: 17-Sep-1999
A-A-2543B,"Stapler, Paper Fastener, Combination Plier And Tacker",8-Oct-1993,,Cancelled Date: 14-Oct-1999
A-A-2542,"Sealer, Terrazzo and Concrete Floors, Waterbased",30-Jan-1996,,Cancelled Date: 11-Aug-1999
A-A-2540,Nail Set,6-Feb-1991,,Cancelled Date: 28-Nov-2000
A-A-2539B,"Hammer, Hand, Bricklayers'",18-Dec-1989,,Cancelled Date: 5-Jun-2000
A-A-2534A,Griddle Plate (Cast Iron),15-Oct-1993,,
A-A-2531,Marlinespike (Manila Rope),19-Feb-1987,,Cancelled Date: 23-Apr-1999
A-A-2530B,Chalkboard (Stand and Wall Mounted),24-Sep-1990,,Cancelled Date: 20-Jul-1999
A-A-2529,Iron; Caulking Wood,26-Mar-1987,,Cancelled Date: 21-Jul-1999
A-A-2528,"Ladle, Melting, Hand",6-Feb-1987,,Cancelled Date: 20-Jul-1999
A-A-2524,"Holder, Toilet Paper (Single Roll)",14-Mar-1991,,
A-A-2523B,"Case, Dispatch, Molded Plastic",1-May-1992,,Cancelled Date: 30-Sep-1999
A-A-2522A,"Rags, Wiping (Cotton and Cotton-Synthetic)",19-Jan-1994,,Cancelled Date: 21-Sep-1999
A-A-2510A,"Calculating Machine (Desk Top, 12 Digit, 1 or More Memories,",10-May-1991,,
A-A-2506,"Pliers, Diagonal Cutting (Nonsparking and Nonmagnetic)",15-Aug-1988,,Cancelled Date: 2-Sep-1999
A-A-2505,"Pliers, Slip Joint (Nonsparking and Nonmagnetic)",15-Aug-1988,,Cancelled Date: 19-Jul-1999
A-A-2497,"Wrench Set, Socket (Nonsparking and Nonmagnetic)",15-Aug-1988,,Cancelled Date: 5-Jun-2000
A-A-2836,"Stapler, Paper Fastening, Standard Duty, Long Reach",8-Oct-1993,,Cancelled Date: 20-Oct-1999
A-A-2835,"Boxes, Consolidation, Fiberboard",10-Jan-1994,,Cancelled Date: 11-Aug-1999
A-A-2833,"Refill, Appointment Book",29-Jun-1993,,Cancelled Date: 8-Nov-1999
A-A-2827A,"Letter Set, Polystyrene",25-Feb-1997,,Cancelled Date: 2-Nov-1999
A-A-2826,"Tabs, Signal (Repositionable)",1-Apr-1993,,Cancelled Date: 31-Aug-1999
A-A-2824,Kitchen Utensils,13-Oct-1993,,Cancelled Date: 19-Nov-1999
A-A-2823A,"Paper, Mimeograph",30-Mar-1994,,Cancelled Date: 22-Apr-1999
A-A-2822,"List Finder, Automatic",27-Jan-1993,,Cancelled Date: 30-Aug-1999
A-A-2821,Railroad Board (White And Colored),9-Jun-1993,,Cancelled Date: 23-Sep-1999
A-A-2820,Flush Valve And Component Parts; Flush Valve Bulb; And Trip,8-Mar-1993,,Cancelled Date: 31-Aug-1999
A-A-2819A,"Paper, Teletypewriter, Roll",23-Mar-1994,,Cancelled Date: 10-Dec-1999
A-A-2818A,"Paper, Duplicating, Copy, Liquid Process",23-Mar-1994,,Cancelled Date: 2-Nov-1999
A-A-2817,Tire Puncture Sealant and Inflator,31-May-1996,,Cancelled Date: 22-Oct-1999
A-A-2814A,"Paper, Ledger, Unruled",29-Mar-1994,,Cancelled Date: 14-Jul-2000
A-A-2813A,"Body And Lid, Filing And Transfer Case",15-Dec-1997,,Cancelled Date: 2-Nov-1999
A-A-2812B,"Folder, File; and Folder, File, Hanging",21-Dec-1994,,Cancelled Date: 5-Aug-1999
A-A-2811,"Binder, Loose-Leaf, Pressboard, Flexible Covers (For Tabulat",1-Feb-1993,,Cancelled Date: 3-Sep-1999
A-A-2809A,"Binder, Loose-Leaf, Ring: One-Piece Cover",4-Feb-1997,,Cancelled Date: 2-Aug-1999
A-A-2739,"Recorder-Reproducer, Sound (Transcribing Machine, Desk Top)",24-Jun-1991,,Cancelled Date: 10-Feb-2000
A-A-2724,"Portfolio, Plastic",30-Oct-1992,,
A-A-2723A,"Counter, Reciprocating, Handheld",3-Dec-1998,,Cancelled Date: 16-Nov-1999
A-A-2722,"Stencil Cutting Machine, Hand-Operated",29-Mar-1991,,Cancelled Date: 21-Jul-1999
A-A-2721,"File Backer, Paper",8-Aug-1992,,Cancelled Date: 10-Feb-2000
A-A-2716,Pushpin,23-Nov-1992,,Cancelled Date: 2-Nov-1999
A-A-2715,"Paper, Drawing",19-Sep-1996,,Cancelled Date: 16-Nov-1999
A-A-2714,"Bag, Cloth, Mailing",31-May-1991,,Cancelled Date: 16-Nov-1999
A-A-2710A,"Pot, Cooking",12-Dec-1996,,
A-A-2709,"Sander, Disk, Pneumatic, Portable (Vertical Drive)",1-Jun-1991,,Cancelled Date: 22-Dec-1999
A-A-2707A,"Staples, Paper Fastening, Heavy Duty",8-Oct-1993,,Cancelled Date: 14-Jul-1999
A-A-2705,"Tape, Correction and Cover-Up",29-Jun-1992,,Cancelled Date: 3-Aug-1999
A-A-2704,"Pad, Typewriter, Sponge Rubber",13-Nov-1990,,Cancelled Date: 12-Nov-1999
A-A-2703,"Dispensers, Soap",19-Mar-1991,,Cancelled Date: 12-Nov-1999
A-A-2699,"Tacker, Stapler, (Compression Type, Manually-Operated)",1-Apr-1991,,
A-A-2690A,"Sander, Disk, Pneumatic, Portable (Random Orbital)",10-Aug-1995,,
A-A-2689A,"Sander, Disk, Pneumatic, Portable (Right Angle)",10-Aug-1995,,Cancelled Date: 6-Nov-2000
A-A-2688,"Sander, Pad, Pneumatic, Portable (Reciprocating Motion)",1-Jun-1991,,Cancelled Date: 6-Nov-2000
A-A-2687A,"Sander, Pad, Pneumatic, Portable (Orbital Motion)",10-Aug-1995,,Cancelled Date: 14-Jul-1999
A-A-2679A,"Saw, Circular, Pneumatic, Portable",10-Aug-1995,,Cancelled Date: 6-Nov-2000
A-A-2673A,"Nutrunner and Screwdriver, Pneumatic",10-Aug-1995,,Cancelled Date: 6-Nov-2000
A-A-2671,"Seeds, Agricultural",8-Feb-1991,,Cancelled Date: 6-Nov-2000
A-A-2670A,"Stapler, Tacker",20-Mar-1995,,Cancelled Date: 14-Feb-1996
A-A-2669A,"Box, Filing, Plastic",2-Aug-1995,,Cancelled Date: 12-Aug-1999
A-A-2668A,"Dispenser, Toilet Paper, Cabinet",14-Oct-1997,,Cancelled Date: 5-Aug-1999
A-A-2667A,"Sand, Sandblast",11-Jul-1997,,Cancelled Date: 5-Nov-1999
A-A-2666A,"Pencil, Electrographic",13-May-1996,,Cancelled Date: 6-Oct-1999
A-A-2664,"Flatware, Stainless Steel",24-Mar-1993,,Cancelled Date: 23-Sep-1999
A-A-2663,"Ribbon, Accounting Machine",1-Apr-1992,,Cancelled Date: 22-Dec-1999
A-A-2662,"Tab, Signal, Plastic Tab Set, Signal, Plastic",27-Jul-1990,,Cancelled Date: 23-Jul-1999
A-A-2661,"Brushes, Mucilage",30-Dec-1991,,Cancelled Date: 31-Aug-1999
A-A-2660,"Portfolio, Double-Pocket, Presentation",18-Nov-1990,,Cancelled Date: 2-Nov-1999
A-A-2658,"Binder, Loose-Leaf (With or Without Flexible Prong)",10-Jan-1991,,Cancelled Date: 19-Nov-1999
A-A-2657A,"Binder, Award Certificate",6-Oct-1997,,Cancelled Date: 9-Aug-1999
A-A-2655A,"Binder, Loose-Leaf, Flexible Prong",23-Dec-1996,,Cancelled Date: 3-Nov-1999
A-A-2654,"Protector, Document",2-Jan-1990,,Cancelled Date: 9-Aug-1999
A-A-2653,"Binder, Note Pad, Spring-Back",2-Oct-1992,,Cancelled Date: 19-Nov-1999
A-A-2652A,"Binder, Note Pad",11-Feb-1997,,Cancelled Date: 9-Aug-1999
A-A-2642,"Binder, Loose-Leaf, Plastic Bound, Stiff Covers (For Tabulat",1-Feb-1993,,
A-A-2638,"Duplicator, Digital Stencil (Copier-Printer)",1-Feb-1990,,Cancelled Date: 2-Aug-1999
A-A-2637A,"Herbicide, Triclopyr",11-May-1992,,Cancelled Date: 30-Sep-1999
A-A-2636,Algaecide,25-Aug-1989,,Cancelled Date: 6-Aug-2004
A-A-2635,"Socket, Socket Wrench",15-Aug-1989,,Cancelled Date: 26-Dec-1997
A-A-2551,"Drill, Hand",6-Feb-1988,,Cancelled Date: 2-Nov-2000
A-A-2550,"Puller, Nail, Hand",5-Feb-1988,,Cancelled Date: 6-Nov-2000
A-A-2169,"Universal Joint, Socket Wrench",25-May-1984,,Cancelled Date: 21-Jul-1999
A-A-2475,"Chisel, Cold, Hand (Nonsparking and Nonmagnetic)",15-Aug-1988,,Cancelled Date: 18-May-2000
A-A-2474,"Bar, Wrecking (Nonsparking and Nonmagnetic)",15-Aug-1988,,Cancelled Date: 19-Jul-1999
A-A-2472,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 18",2-Jun-1986,,Cancelled Date: 20-Jul-1999
A-A-2471,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 17",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2470,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 16",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2469,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 15",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2468,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 14",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2466,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 12",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2465,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 11",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2464,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 10",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2463,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 9",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2462,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 8",2-Jun-1986,,Cancelled Date: 19-Jul-1999
A-A-2461,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 7",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2460,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 6",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2459,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 5",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2457,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 3",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2456,"Riffler, Die Sinkers (Swiss Pattern), Shape Number 1",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2455,"File, Hand (Swiss Pattern), Contact-Point",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2454,"File, Hand (Swiss Pattern), Screwhead",2-Jun-1986,,Cancelled Date: 17-Aug-2000
A-A-2453,"File, Hand (Swiss Pattern), Needle, Marking, Half-Round",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2452,"File, Hand (Swiss Pattern), Needle, Slitting",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2451,"File, Hand (Swiss Pattern), Needle, Equaling",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2450,"File, Hand (Swiss Pattern), Needle, Joint, Round-Edge",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2448,"File, Hand (Swiss Pattern), Needle, Square",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2447,"File, Hand (Swiss Pattern), Needle, Flat",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2446,"File, Hand (Swiss Pattern), Needle, Knife",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2445,"File, Hand (Swiss Pattern), Needle, Crossing",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2444,"File, Hand (Swiss Pattern), Needle, Three-Square",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2443,"File, Hand (Swiss Pattern), Needle, Half-Round",2-Jun-1986,,Cancelled Date: 16-Jul-1999
A-A-2441,"File, Hand (Swiss Pattern), Warding",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2440,"File, Hand (Swiss Pattern), Three-Square",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2439,"File, Hand (Swiss Pattern), Square",2-Jun-1986,,Cancelled Date: 17-Aug-2000
A-A-2438,"File, Hand (Swiss Pattern), Slitting",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2437,"File, Hand (Swiss Pattern), Round, Taper",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2436,"File, Hand (Swiss Pattern), Round, Straight",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2435,"File, Hand (Swiss Pattern), Pippin",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2434,"File, Hand (Swiss Pattern), Pillar, Regular",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2432,"File, Hand (Swiss Pattern), Pillar, Extra-Narrow",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2431,"File, Hand (Swiss Pattern), Knife",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2430,"File, Hand (Swiss Pattern)",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2429,"File, Hand (Swiss Pattern), Half-Round",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2428,"File, Hand (Swiss Pattern), Barrette",2-Jun-1986,,Cancelled Date: 15-Jul-1999
A-A-2403,"Extinguisher, Fire, Vaporizing Liquid (Heat-Actuated/Remote",21-Feb-1986,,Cancelled Date: 15-Jul-1999
A-A-2402,"Extinguisher, Fire, Vaporizing Liquid (Heat-Actuated, Halon",19-Feb-1986,,Cancelled Date: 1-Apr-1994
A-A-2398C,"Curtain, Shower and Window",27-Jul-1998,,Cancelled Date: 28-May-1998
A-A-2397,"Lamp, Photographic (ANSI No DDM)",15-Sep-1985,,Cancelled Date: 2-Sep-1999
A-A-2395,"Lamp, Photographic (ANSI No FHS)",15-Sep-1985,,Cancelled Date: 12-Jul-1999
A-A-2385,"Wrench, Socket, Stubby",9-Aug-1985,,Cancelled Date: 12-Jul-1999
A-A-2384,"Wrench, Socket, Miniature",9-Aug-1985,,Cancelled Date: 20-Jul-1999
A-A-2383,"Wrench, Socket, Pocket",9-Aug-1985,,Cancelled Date: 20-Jul-1999
A-A-2306A,"Copying Machine, Indirect Electrostatic Process (Plain Paper",5-Feb-1988,,
A-A-2305A,"Copying Machine, Indirect Electrostatic Process (Plain Paper",5-Feb-1988,,Cancelled Date: 30-Sep-1999
A-A-2303A,"Ruler, Steel (Business Forms)",18-Oct-1993,,Cancelled Date: 30-Sep-1999
A-A-2302A,"Copying Machine, Indirect Electrostatic Process (Plain Paper",5-Feb-1988,,Cancelled Date: 19-Oct-1999
A-A-2300,"Wall Covering, Acoustical (Nrc/60)",29-Aug-1984,,Cancelled Date: 30-Sep-1999
A-A-2298,"Siamese Connection, Fire Hose (Plain; Clappered; Pumper Suct",19-Nov-1984,,Cancelled Date: 25-May-1990
A-A-2297,Ball Valve (Drop-Out Type: Line: Suction: Discharge),9-Apr-1985,,Cancelled Date: 22-Dec-1997
A-A-2296,"Ladder, Safety Step (Steel, Rollable)",18-Oct-1984,,Cancelled Date: 22-Dec-1997
A-A-2294,Eductor (By-Pass & Inline),21-Nov-1984,,Cancelled Date: 11-Mar-1991
A-A-2292,"Calculating Machine (Handheld, General Purpose)",15-May-1984,,
A-A-2291,"Calculating Machine (Handheld, Professional Scientific)",15-May-1984,,Cancelled Date: 21-Jul-1999
A-A-2290,"Calculating Machine (Handheld, Professional Scientific)",15-May-1984,,Cancelled Date: 30-Nov-1992
A-A-2289B,"Calculator, Electronic (Handheld, Basic Scientific) (Solar P",4-Feb-1997,,Cancelled Date: 21-Jul-1999
A-A-2287,"Calculating Machine (Handheld, Print/Display)",15-May-1984,,Cancelled Date: 30-Aug-1999
A-A-2286B,"Calculating Machine (Handheld, General Purpose)",4-February-1997,,Cancelled Date: 21-Jul-1999
